,SKU,Item NamePrice,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Item Name,Price,Hem Shaped,Placket,Arabian Clothing,Top Type,Belt
398,swtee07201102406,,1600,20,5,31,8,78,30,114,30,1357,372,4,Casual,Apricot,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Lettuce Trim, Rib-Knit",Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Lettuce Trim Rib-knit Form Fitted Tee,3.99,,,,,
399,swtwop04201009751,,715,6,1,3,1,9,2,28,5,669,140,27,Casual,White,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,Pocket,Fall/Winter,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,Waffle Knit Sweatshirt & Slant Pocket Pants Set,23.0,,,,Sweatshirt,
400,swtwop04201127098,,715,6,1,3,1,9,2,28,5,669,140,27,Casual,Dark Grey,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,Pocket,Fall/Winter,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,Waffle Knit Sweatshirt & Slant Pocket Pants Set,23.0,,,,Sweatshirt,
401,swtwop04201130608,,715,6,1,3,1,9,2,28,5,669,140,27,Casual,Apricot,Plain,,,Round Neck,Long Sleeve,Drop Shoulder,,Pocket,Fall/Winter,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,Waffle Knit Sweatshirt & Slant Pocket Pants Set,23.0,,,,Sweatshirt,
402,swtwop01201013687,,1087,21,3,17,1,51,9,50,6,948,165,25,Sporty,Black,Colorblock,,,Hooded,Long Sleeve,Regular Sleeve,,Drawstring,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,Contrast Sideseam Drawstring Hooded Tracksuit Set,21.0,,,,Sweatshirt,
403,swtwop01200818653,,1087,21,3,17,1,51,9,50,6,948,165,24,Sporty,Light Grey,Colorblock,,,Hooded,Long Sleeve,Regular Sleeve,,Drawstring,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,Contrast Sideseam Drawstring Hooded Tracksuit Set,20.0,,,,Sweatshirt,
404,swtwop01201013377,,1087,21,3,17,1,51,9,50,6,948,165,24,Sporty,Maroon,Colorblock,,,Hooded,Long Sleeve,Regular Sleeve,,"Drawstring, Side Stripe",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,Contrast Sideseam Drawstring Hooded Tracksuit Set,20.0,,,,Sweatshirt,
405,swtwop01201104743,,1087,21,3,17,1,51,9,50,6,948,165,24,Sporty,Army Green,Colorblock,,,Hooded,Long Sleeve,Regular Sleeve,,"Drawstring, Side Stripe",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,Sweatpants,Contrast Sideseam Drawstring Hooded Tracksuit Set,20.0,,,,Sweatshirt,
406,swpants07201012094,,1352,13,2,26,6,47,13,111,34,1156,348,12,Elegant,Navy Blue,Plain,Long,Flare Leg,,,,,"Criss Cross, Tie Back",Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,Natural,,,,,,SHEIN Crisscross Tie Back Overlap Waist Flare Leg Pants,10.0,,,,,
407,swtop44200914517,,2500,19,2,18,6,76,16,138,28,2247,457,10,Sexy,Black,,Crop,,,Long Sleeve,Regular Sleeve,Placket,"Lace Up, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,Lace Up Topstitching Ribbed Top,9.0,,,,,
408,swtop44201103861,,2500,19,2,18,6,76,16,138,28,2247,457,10,Sexy,Dark Grey,,Crop,,,Long Sleeve,Regular Sleeve,Placket,"Lace Up, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,Lace Up Topstitching Ribbed Top,9.0,,,,,
409,swtop44201103883,,2501,19,2,18,6,76,16,138,28,2247,457,10,Sexy,Red,,Crop,,,Long Sleeve,Regular Sleeve,Placket,"Lace Up, Rib-Knit",Spring/Summer,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,Lace Up Topstitching Ribbed Top,9.0,,,,,
410,swtop44201103372,,2501,19,2,18,6,76,16,138,28,2247,457,9,Sexy,Brown,,Crop,,,Long Sleeve,Regular Sleeve,Placket,"Lace Up, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,Lace Up Topstitching Ribbed Top,8.0,,,,,
411,swtop44201204573,,2501,19,2,18,6,76,16,138,28,2247,457,9,Sexy,Baby Pink,Plain,Crop,,,Long Sleeve,Regular Sleeve,Placket,"Lace Up, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,Lace Up Topstitching Ribbed Top,8.0,,,,,
412,swtop44201204486,,2501,0,0,18,6,76,16,138,28,2247,457,10,Sexy,Baby Blue,Plain,Crop,,V neck,Long Sleeve,Regular Sleeve,Placket,"Lace Up, Rib-Knit",Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Slim Fit,,,,,,,,Lace Up Topstitching Ribbed Top,9.0,,,,,
413,swpants44201016679,,6467,417,65,338,53,502,84,452,96,4761,1003,12,,Burgundy,Plain,Long,,,,,,Drawstring,All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,Drawstring Waist Solid Sweatpants,10.0,,,,,
414,swpants44200911805,,6471,417,65,338,53,502,84,452,96,4761,1003,12,,Black,Plain,Long,,,,,,Drawstring,All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,Drawstring Waist Solid Sweatpants,10.0,,,,,
415,swpants44201016537,,6471,417,65,338,53,502,84,452,96,4761,1003,12,,Navy Blue,Plain,Long,,,,,,Drawstring,All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,Drawstring Waist Solid Sweatpants,10.0,,,,,
416,swpants44201016315,,6471,417,65,338,53,502,84,452,96,4761,1003,12,,Dark Grey,Plain,Cropped,,,,,,Drawstring,All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,Solid Drawstring Waist Crop Sweatpants,10.0,,,,,
417,swpants44201016776,,6472,417,65,338,53,6472,84,452,96,4761,1003,12,,Apricot,Plain,Long,,,,,,Drawstring,All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,Drawstring Waist Solid Sweatpants,10.0,,,,,
418,swpants44201109854,,6472,417,65,338,53,502,84,452,96,4761,1003,13,,Mocha Brown,Plain,Long,,,,,,Drawstring,All,"97% Polyester, 3% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,Drawstring Waist Solid Sweatpants,11.0,,,,,
419,swpants42201008034,,570,12,3,16,1,31,5,41,9,470,91,23,Elegant,Red,Plain,Cropped,Skinny,,,,,"Belted, Frill, Pocket, Paper Bag Waist",Spring/Summer/Fall,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,SBetro Paperbag Waist Roll Hem Belted Cropped Pants,19.0,,,,,Yes
420,swpants42200911638,,570,12,3,16,1,31,5,41,9,470,91,18,Elegant,Khaki,Plain,Long,Skinny,,,,,"Belted, Frill, Pocket, Paper Bag Waist",Spring/Summer/Fall,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,,High Waist,,No,,,,SBetro Paperbag Waist Roll Hem Belted Pants,14.99,,,,,Yes
421,swpants42201008822,,570,12,3,16,1,31,5,41,9,470,91,23,Elegant,Teal Blue,Plain,Cropped,Skinny,,,,,"Belted, Frill, Pocket, Paper Bag Waist",Spring/Summer/Fall,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,SBetro Paperbag Waist Roll Hem Belted Cropped Pants,19.0,,,,,Yes
422,swpants42201008785,,570,12,3,16,1,31,5,41,9,470,91,23,Elegant,Black,Plain,Cropped,Skinny,,,,,"Belted, Frill, Pocket, Paper Bag Waist",Spring/Summer/Fall,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,SBetro Paperbag Waist Roll Hem Belted Cropped Pants,19.0,,,,,Yes
423,swpants42201113935,,570,12,3,16,1,31,5,41,9,470,91,23,Elegant,White,Plain,Long,Skinny,,,,,"Belted, Frill, Pocket, Zipper, Paper Bag Waist",Spring/Summer/Fall,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,SBetro Paperbag Waist Roll Hem Belted Pants,19.0,,,,,Yes
424,swpants42201113982,,570,12,3,16,1,31,5,41,9,470,91,23,Elegant,Khaki,Plain,Long,Skinny,,,,,"Belted, Frill, Pocket, Zipper, Paper Bag Waist",Spring/Summer/Fall,100% Cotton,Cotton,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,SBetro Paperbag Waist Roll Hem Belted Pants,19.0,,,,,Yes
425,swpants01200922069,,776,11,5,21,2,27,2,65,10,652,107,20,,Light Grey,Plain,Cropped,,,,,,Drawstring,All,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,Slant Pocket Drawstring Waist Sweatpants,17.0,,,,,
426,swpants01201116000,,776,11,5,21,2,27,2,65,10,652,107,19,,Black,Plain,Cropped,,,,,,Drawstring,All,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,Slant Pocket Drawstring Waist Sweatpants,16.0,,,,,
427,swpants01201117131,,776,11,5,21,2,27,2,65,10,652,107,14,,Coral Pink,Plain,Long,,,,,,"Pocket, Drawstring",All,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,Slant Pocket Drawstring Waist Sweatpants,12.0,,,,,
428,swpants01201117326,,776,11,5,21,2,27,2,65,10,652,107,15,,Dark Grey,Plain,Cropped,,,,,,Drawstring,All,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,Slant Pocket Drawstring Waist Sweatpants,12.49,,,,,
429,swpants01201117951,,776,11,5,21,2,27,2,65,10,652,107,19,,Coffee Brown,Plain,Cropped,,,,,,Drawstring,All,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,Slant Pocket Drawstring Waist Sweatpants,16.0,,,,,
430,swpants01201117910,,776,11,5,21,2,27,2,65,10,652,107,13,,Mint Green,Plain,Cropped,,,,,,Drawstring,All,"95% Polyester, 5% Spandex",Polyester,Slight Stretch,No,Regular Fit,Drawstring Waist,High Waist,,,,,,Slant Pocket Drawstring Waist Sweatpants,10.99,,,,,
431,swpants07201007656,,478,2,0,8,2,23,7,42,16,403,118,14,Casual,Black,Plain,Long,Wide Leg,,,,,Rib-Knit,All,"5% Spandex, 30% Viscose, 65% Polyester",Polyester,Slight Stretch,No,Loose,Elastic Waist,High Waist,,,,,,SHEIN High Waist Wide Leg Pants,12.0,,,,,
432,swpants07200825606,,478,2,0,8,2,23,7,42,16,403,118,15,Casual,Burnt Orange,Plain,Long,Wide Leg,,,,,Rib-Knit,Spring/Summer/Fall,"5% Spandex, 30% Viscose, 65% Polyester",Polyester,Slight Stretch,No,Loose,Elastic Waist,High Waist,,,,,,SHEIN High Waist Wide Leg Pants,13.0,,,,,
433,swjacket07200925818,,529,2,0,2,1,1,0,17,5,507,141,41,Casual,Black,Plain,Crop,Padded ,High Neck,Long Sleeve,Regular Sleeve,,"Pocket, Zipper",Winter,100% PU Leather,PU Leather,Non-Stretch,No,Regular Fit,,,,,,,,SHEIN O-ring Zip Up PU Leather Puffer Jacket,34.0,,Zipper,,,
434,swtee07201020234,,3064,15,3,31,8,125,23,235,61,2658,708,7,Casual,Black,Plain,Crop,,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Spring/Fall,"4% Spandex, 96% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Solid Drop Shoulder Tee,5.99,,,,,
435,swtee07200910009,,3064,3064,803,31,8,125,23,235,61,2658,708,7,Casual,Rust Brown,Plain,Crop,,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Solid Tee,5.99,,,,,
436,swtee07201020853,,3064,15,3,31,8,125,23,235,61,2658,708,6,Casual,Khaki,Plain,Crop,,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Solid Drop Shoulder Tee,4.99,,,,,
437,swtee07201020848,,3064,15,3,31,8,125,23,235,61,2658,708,7,Casual,Dark Grey,Plain,Crop,,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Solid Drop Shoulder Tee,5.99,,,,,
438,swtee07201120344,,3064,15,3,31,8,125,23,235,61,2658,708,6,Casual,Green,Plain,Crop,,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Solid Drop Shoulder Tee,4.99,,,,,
439,swtee07201120939,,3064,15,3,31,8,125,23,235,61,2658,708,4,Casual,White,Plain,Crop,,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Spring/Fall,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Solid Drop Shoulder Tee,3.49,,,,,
440,swvest07201008907,,2811,11,3,19,5,51,13,123,37,2607,859,12,Glamorous,Violet Purple,Plain,Crop,Cami,Spaghetti Strap,,,,"Knot, Asymmetrical, Zipper, Ruched Bust",Summer,100% Polyester,Satin,Non-Stretch,No,Slim Fit,,,,,,,,SHEIN Tie Shoulder Ruched Bust Satin Cami Top,10.0,Asymmetrical,,,,
441,swvest07200529070,,2811,11,3,19,5,51,13,123,37,2607,859,13,Glamorous,Teal Blue,Plain,Crop,Cami,Spaghetti Strap,,,,"Knot, Asymmetrical, Zipper, Contrast Binding, Ruched Bust",Summer,100% Polyester,Satin,Non-Stretch,No,Slim Fit,,,,,,,,SHEIN Knot Shoulder Binding Detail Ruched Buster Cami Top,11.0,Asymmetrical,,,,
442,swvest07201008315,,2811,11,3,19,5,51,13,123,37,2607,859,12,Glamorous,Black,Plain,Crop,Cami,Spaghetti Strap,,,,"Knot, Asymmetrical, Zipper, Contrast Binding, Ruched Bust",All,100% Polyester,Satin,Non-Stretch,No,Slim Fit,,,,,,,,SHEIN Knot Shoulder Binding Detail Ruched Buster Satin Cami Top,10.0,Asymmetrical,,,,
443,swpants04200903404,,933,10,1,12,0,23,3,102,24,786,145,27,,Multicolor,Colorblock,Long,Flare Leg,,,,,"Raw Hem, Button, Pocket",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Button Fly,High Waist,,,,,,High Waist Button Fly Spliced Jeans,23.0,,,,,
444,swtee07201012775,,1401,6,0,15,4,57,14,89,23,3,339,4,Basics,White,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Form Fitted Solid Tee,3.99,,,,,
445,swtee07201029066,,1398,6,0,15,4,57,14,89,23,1231,336,4,Basics,Black,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Form Fitted Solid Tee,3.99,,,,,
446,swtee07201029011,,1398,6,0,15,4,57,14,89,23,1231,336,4,Basics,Chocolate Brown,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Form Fitted Solid Tee,3.99,,,,,
447,swtee07201214953,,1398,6,0,15,4,57,14,89,23,1231,336,4,Basics,"Pastel, Baby Pink",Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Form Fitted Solid Tee,3.99,,,,,
448,swtee07201214382,,1398,6,0,15,4,57,14,89,23,1231,336,4,Basics,Light Grey,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Form Fitted Solid Tee,3.99,,,,,
449,swtee07201214143,,1398,6,0,15,4,57,14,89,23,1231,336,3,Basics,Rose Red,Plain,Regular,,Round Neck,Long Sleeve,Regular Sleeve,Pullovers,,Spring/Fall,"95% Rayon, 5% Spandex",Rayon,Slight Stretch,No,Slim Fit,,,,,,,,SHEIN Form Fitted Solid Tee,2.99,,,,,
450,swskirt23200930901,,4039,57,18,68,13,204,48,376,108,3334,934,13,Elegant,Multicolor,Houndstooth,Mini,Straight,,,,,Zipper,Spring/Summer/Fall,"65% Cotton, 35% Polyester",Wool-Mix Fabric,Non-Stretch,No,,,Natural,,,,,,Zip Back Houndstooth Skirt,11.0,,,,,
451,swskirt01200814379,,4039,57,18,68,13,204,48,376,108,3334,934,14,Elegant,Black and White,Houndstooth,Mini,Straight,,,,,Zipper,Summer,"65% Cotton, 35% Polyester",Wool-Mix Fabric,Non-Stretch,No,,,Natural,,,,,,Houndstooth High-Rise Mini Skirt,12.0,,,,,
452,swskirt23200930331,,4039,57,18,68,13,204,48,376,108,3334,934,14,Elegant,Red,Houndstooth,Mini,Straight,,,,,Zipper,Fall/Winter,"65% Cotton, 35% Polyester",Wool-Mix Fabric,Non-Stretch,No,,,Natural,,,,,,Zip Back Houndstooth Skirt,12.0,,,,,
453,swskirt23201029150,,4039,57,18,68,13,204,48,376,108,3334,934,14,Elegant,Dark Grey,Houndstooth,Mini,Straight,,,,,Zipper,Spring/Summer/Fall,"65% Cotton, 35% Polyester",Wool-Mix Fabric,Non-Stretch,No,,,High Waist,,,,,,Zip Back Houndstooth Skirt,12.0,,,,,
454,swsweater07201004768,,7141,34,14,54,12,185,60,485,157,6383,1856,24,Casual,Khaki,Plain,Crop,Pullovers,Funnel Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Spring/Fall,"77% Acrylic, 3% Spandex, 20% Polyester",Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Rolled Neck Drop Shoulder Crop Sweater,20.0,,,,,
455,swsweater07200710689,,7141,34,14,54,12,185,60,485,157,6383,1856,21,Casual,Blue,Plain,Crop,Pullovers,High Neck,Long Sleeve,Drop Shoulder,Pullovers,,Fall/Winter,"77% Acrylic, 3% Spandex, 20% Nylon",Acrylic,High Stretch,No,Regular Fit,,,,,,,,SHEIN Rolled Neck Drop Shoulder Crop Sweater,18.0,,,,,
456,swsweater07200724614,,7141,34,14,54,12,185,60,485,157,6383,1856,16,Casual,Brown,Plain,Crop,Pullovers,High Neck,Long Sleeve,Bishop Sleeve,Pullovers,Rib-Knit,Fall/Winter,"42% Viscose, 30% Nylon, 28% Polyester",Viscose,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Turtle Neck Lantern Sleeve Sweater,13.49,,,,,
457,swsweater07201004743,,7141,34,14,54,12,185,60,485,157,6383,1856,24,Casual,White,Plain,Crop,Pullovers,Funnel Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Spring/Fall,"77% Acrylic, 3% Spandex, 20% Polyester",Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Rolled Neck Drop Shoulder Crop Sweater,20.0,,,,,
458,swsweater07201004182,,7141,34,14,54,12,185,60,485,157,6383,1856,21,Casual,Black,Plain,Crop,Pullovers,High Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Fall/Winter,"77% Acrylic, 3% Spandex, 20% Polyester",Acrylic,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Rolled Neck Drop Shoulder Crop Sweater,18.0,,,,,
459,swbodysui07200929567,,78,0,0,0,0,3,0,3,1,74,29,8,Elegant,Black,Plain,,Tee,Stand Collar,Long Sleeve,Regular Sleeve,,"Button, Lettuce Trim, Rib-Knit",Spring/Fall,"5% Spandex, 35% Viscose, 60% Polyester",Polyester,Slight Stretch,No,Skinny,,Natural,,,,,,SHEIN Lettuce Trim Mock Neck Buttoned Bodysuit,6.99,,,,,
460,swouter00201015779,,982,28,5,17,3,35,7,39,8,865,223,21,Casual,Dusty Pink,Plain,Short,Teddy,Lapel,Long Sleeve,Regular Sleeve,,Belted,Winter,"65% Cotton, 35% Polyester",Shearling,Slight Stretch,No,Regular Fit,,,,,,,,Lapel Collar Open Front Belted Teddy Coat,18.0,,,,,Yes
461,swouter00201112060,,982,28,5,17,3,35,7,39,8,865,223,21,Casual,White,Plain,Short,Teddy,Lapel,Long Sleeve,Regular Sleeve,,Belted,Winter,"65% Cotton, 35% Polyester",Shearling,Slight Stretch,No,Regular Fit,,,,,,,,Lapel Collar Open Front Belted Teddy Coat,18.0,,,,,Yes
462,swouter00201112668,,982,28,5,17,3,35,7,39,8,865,223,21,Casual,Rust Brown,Plain,Short,Teddy,Lapel,Long Sleeve,Regular Sleeve,,Belted,Winter,"65% Cotton, 35% Polyester",Shearling,Slight Stretch,No,Regular Fit,,,,,,,,Lapel Collar Open Front Belted Teddy Coat,18.0,,,,,Yes
463,swouter00201112190,,982,28,5,17,3,35,7,39,8,865,223,21,Casual,Burgundy,Plain,Short,Teddy,Lapel,Long Sleeve,Regular Sleeve,,Belted,Winter,"65% Cotton, 35% Polyester",Shearling,Slight Stretch,No,Regular Fit,,,,,,,,Lapel Collar Open Front Belted Teddy Coat,18.0,,,,,Yes
464,swouter00201112234,,982,982,247,17,3,35,7,39,8,865,223,21,Casual,Black,Plain,Short,Teddy,Lapel,Long Sleeve,Regular Sleeve,,Belted,Winter,"65% Cotton, 35% Polyester",Shearling,Slight Stretch,No,Regular Fit,,,,,,,,Lapel Collar Open Front Belted Teddy Coat,18.0,,,,,Yes
465,swouter00201127167,,982,28,5,17,3,35,7,39,8,865,223,21,Casual,Dusty Blue,Plain,Short,Teddy,Lapel,Long Sleeve,Regular Sleeve,,Belted,Winter,"65% Cotton, 35% Polyester",Shearling,Slight Stretch,No,Regular Fit,,,,,,,,Lapel Collar Open Front Belted Teddy Coat,18.0,,,,,Yes
466,swpants04201104521,,143,2,1,1,0,3,1,8,1,130,20,24,,Light Wash,Plain,Long,Straight Leg,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,Light Wash High Waist Ripped Straight Jeans,20.0,,,,,
467,swouter03201009822,,2289,48,8,42,12,123,31,147,34,1929,524,34,Casual,Beige,Plain,Short,Overcoat,Lapel,Long Sleeve,Regular Sleeve,,,Fall/Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Regular Fit,,,,Yes,,,,Single Button Solid Overcoat,28.0,,Single Button,,,
468,swouter03201103503,,2289,48,8,42,12,123,31,147,34,1929,524,34,Casual,Camel,Plain,Short,Overcoat,Lapel,Long Sleeve,Regular Sleeve,,Button,Fall/Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Regular Fit,,,,Yes,,,,Single Button Solid Overcoat,28.0,,Single Button,,,
469,swouter03201103347,,2289,48,8,42,12,123,31,147,34,1929,524,30,Casual,Navy Blue,Plain,Short,Overcoat,Lapel,Long Sleeve,Regular Sleeve,,Button Front,Fall/Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Regular Fit,,,,Yes,,,,Single Button Solid Overcoat,24.99,,Single Button,,,
470,swouter03201103841,,2289,48,8,42,12,123,31,147,34,1929,524,34,Casual,Black,Plain,Short,Overcoat,Lapel,Long Sleeve,Regular Sleeve,,Button Front,Fall/Winter,100% Polyester,Wool-Mix Fabric,Non-Stretch,No,Regular Fit,,,,Yes,,,,Single Button Solid Overcoat,28.0,,Single Button,,,
471,swpants07201029732,,443,4,1,5,0,14,3,27,6,393,70,14,Casual,Black,Plain,Long,Wide Leg,,,,,Rib-Knit,All,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Loose,Elastic Waist,High Waist,,,,,,SHEIN Elastic Waist Rib-knit Joggers,12.0,,,,,
472,swpants07200910424,,443,4,1,5,0,14,3,27,6,393,70,14,Casual,Grey,Plain,Long,Wide Leg,,,,,Rib-Knit,All,"5% Spandex, 95% Cotton",Cotton,Slight Stretch,No,Loose,Elastic Waist,High Waist,,,,,,SHEIN Elastic Waist Rib-knit Joggers,12.0,,,,,
473,swdress44200924028,,221,0,0,1,0,6,0,13,3,201,40,18,Casual,Coffee Brown,All Over Print,Short,Smock,Stand Collar,Long Sleeve,Regular Sleeve,,"Frill, Ruffle Hem, Button",Spring/Summer,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,High Waist,,,,,,Allover Print Frill Mock Neck Babydoll Dress,15.0,Flounce,,,,
474,swsweatsh07200929609,,1009,5,0,3,1,15,2,82,14,904,165,10,Casual,Teal Blue,"Letter, Colorblock",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Letter Graphic Colorblock Pullover,8.99,,,,,
475,swsweatsh07201106268,,1009,5,0,3,1,15,2,82,14,904,165,10,Casual,Coffee Brown,"Letter, Colorblock",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"35% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Letter Graphic Colorblock Pullover,8.99,,,,,
476,swsweatsh07201106763,,1009,5,0,3,1,15,2,82,14,904,165,12,Casual,Black,"Letter, Colorblock",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 45% Cotton, 50% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,SHEIN Drop Shoulder Letter Graphic Colorblock Pullover,9.99,,,,,No
