,SKU,Item Name,Price,Reviews Num,1 Star Reviews,1 Star Images,2 Stars Reviews,2 Stars Images,3 Stars Reviews,3 Stars Images,4 Stars Reviews,4 Stars Images,5 Stars Reviews,5 Stars Images,Points Earnning,Style,Color,Pattern Type,Length,Type,Neckline,Sleeve Length,Sleeve Type,Placket Type,Details,Season,Composition,Material,Fabric,Sheer,Fit Type,Closure Type,Waist Line,Panty Type,Body,Chest pad,Bra Type,Bottom Type,Top Type,Placket,Belt,Hem Shaped,Arabian Clothing
393,swsweatsh07201027404,SHEIN Drop Shoulder Butterfly Patched Contrast Collar Pullover,19.99,87,0,0,0,0,1,0,4,1,82,5,24,Casual,Black,Animal,Regular,Half Placket,Collar,Long Sleeve,Drop Shoulder,,"Patched, Button, Contrast Collar, Pocket",Spring/Fall,"5% Spandex, 30% Cotton, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,Yes
394,swsweater07201015826,SHEIN Drop Shoulder Chevron Sweater,16.0,1992,3,1,13,3,64,23,134,40,1779,482,19,Casual,Multicolor,"Chevron, Colorblock",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Fall/Winter,"70% Acrylic, 30% Polyester",Acrylic,Slight Stretch,No,Oversized,,,,,,,,,,,,
395,swsweater07200723912,SHEIN Drop Shoulder Chevron Sweater,17.0,1992,3,1,13,3,64,23,134,40,1779,482,20,Casual,Multicolor,Colorblock,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Fall/Winter,"70% Acrylic, 30% Polyester",Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
396,swsweater07200921210,SHEIN Drop Shoulder Chevron Sweater,17.0,1992,3,1,13,3,64,23,134,40,1779,482,20,Casual,Multicolor,Chevron,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Fall/Winter,"70% Acrylic, 30% Polyester",Acrylic,Slight Stretch,No,Oversized,,,,,,,,,,,,
397,swsweater07201015407,SHEIN Drop Shoulder Chevron Sweater,20.0,1992,3,1,13,3,64,23,134,40,1779,482,24,Casual,Multicolor,"Chevron, Colorblock",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Fall/Winter,"70% Acrylic, 30% Polyester",Acrylic,Slight Stretch,No,Oversized,,,,,,,,,,,,
398,swsweater07201015588,SHEIN Drop Shoulder Chevron Sweater,20.0,1992,3,1,13,3,64,23,134,40,1779,482,24,Casual,Multicolor,"Chevron, Colorblock",Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,,Fall/Winter,"70% Acrylic, 30% Polyester",Acrylic,Slight Stretch,No,Oversized,,,,,,,,,,,,
399,swskirt07201104280,SHEIN Plaid Print Bodycon Skirt,4.0,1077,1,0,0,0,13,2,38,9,1026,284,4,Casual,Multicolor,Plaid,Mini,Bodycon,,,,,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,,,High Waist,,,,,,,,,,
400,swblouse07200925230,SHEIN Pocket Drop Shoulder Colorblock Longline Blouse,16.0,77,0,0,0,0,0,0,0,0,77,19,19,Casual,Multicolor,Colorblock,Regular,Shirt,Collar,Long Sleeve,Drop Shoulder,Placket,"Pocket, Button Front",Fall/Winter,"15% Nylon, 85% Polyester",Polyester,Non-Stretch,No,Oversized,,,,,,,,,,,,
401,swsweatsh23201030276,Oversized Drop Shoulder Letter & Book Print Sweatshirt,14.99,137,1,0,0,0,4,1,0,0,119,21,18,Casual,Light Grey,"Letter, Cartoon",Long,Dress,Round Neck,Long Sleeve,Drop Shoulder,,Rib-Knit,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
402,swpants07201012094,SHEIN Crisscross Tie Back Overlap Waist Flare Leg Pants,10.0,1384,13,2,27,6,49,13,113,34,1182,353,12,Elegant,Navy Blue,Plain,Long,Flare Leg,,,,,"Criss Cross, Tie Back",Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,Natural,,,,,,,,,,
403,swvest07200919290,SHEIN Tie Back Leather Look Bandana Halter Top,4.0,885,1,0,1,0,10,2,26,8,848,190,4,Sexy,Black,Plain,Crop,Halter,Halter,,,,"Backless, High Low, Tie Back",Summer,"20% Spandex, 80% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,Asymmetrical,
404,swvest07201103179,SHEIN Tie Back Leather Look Bandana Halter Top,4.0,885,1,0,1,0,10,2,26,8,848,190,4,Sexy,Maroon,Plain,Crop,Halter,Halter,,,,"Backless, Asymmetrical, Tie Back",Summer,"20% Spandex, 80% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,Asymmetrical,
405,swblouse01200922569,Notched Checker Bishop Sleeve Chiffon Blouse,12.0,1350,3,0,4,1,33,10,75,8,1235,220,14,Casual,Multicolor,Plaid,Regular,Top,Notched,Long Sleeve,Bishop Sleeve,Pullovers,,Spring/Fall,100% Polyester,Chiffon,Non-Stretch,Yes,Regular Fit,,,,,,,,,,,,
406,swpants04201009921,High Waisted Slant Pocket Cargo Jeans,20.0,4209,32,5,42,9,132,15,275,70,3728,867,24,,Black,Plain,Long,"Straight Leg, Cargo Pants",,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
407,swpants04200619961,High Waisted Slant Pocket Cargo Jeans,21.0,4209,32,5,42,9,132,15,275,70,3728,867,25,,Camel,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
408,swpants04200810583,Flap Pocket Side Striped Leg Jeans,20.0,4209,32,5,42,9,132,15,275,70,3728,867,24,,Army Green,Plain,Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
409,swpants04200810974,High Waisted Slant Pocket Cargo Jeans Without Belt,20.0,4209,32,5,42,9,132,15,275,70,3728,867,24,,Brown,Plain,Long,Cargo Pants,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,Natural,,,,,,,,No,,
410,swpants04201208389,High Waisted Slant Pocket Cargo Jeans,20.0,4209,32,5,42,9,132,15,275,70,3728,867,24,,Redwood,Plain,Long,"Straight Leg, Cargo Pants",,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
411,swpants04201208247,High Waisted Slant Pocket Cargo Jeans,19.0,4209,32,5,42,9,132,15,275,70,3728,867,23,,Violet Purple,Plain,Long,"Straight Leg, Cargo Pants",,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
412,swsweatsh04200922794,Drop Shoulder Letter Graphic Sweatshirt,8.99,1271,39,10,41,14,90,18,95,19,1271,317,10,Casual,Navy Blue,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,100% Polyester,Polyester,Slight Stretch,No,Oversized,,,,,,,,,,,,
413,swpants07200925156,SHEIN Elastic Waist Grid Print Pants,9.0,393,3,0,5,1,11,2,30,8,349,77,10,Casual,Black,Plaid,Long,Straight Leg,,,,,,Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
414,swpants07201118975,SHEIN Elastic Waist Grid Print Pants,8.0,393,3,0,5,1,11,2,30,8,349,77,9,Casual,Burgundy,Plaid,Long,Straight Leg,,,,,,Spring/Summer/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,Elastic Waist,High Waist,,,,,,,,,,
415,swpants04201102504,High Waist Color Block Chinese Dragon Print Jeans,21.0,150,1,0,0,0,3,1,12,0,150,25,25,,Multicolor,"Animal, Colorblock",Long,Straight Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
416,swtee24201218905,Solid Round Neck Tee,4.99,3,0,0,0,0,0,0,0,0,3,0,6,Casual,Blue,Plain,Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
417,swtee24201218981,Solid Round Neck Tee,4.99,3,0,0,0,0,0,0,3,0,3,0,6,Casual,Black,Plain,Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
418,swtee24201218894,Solid Round Neck Tee,4.99,3,0,0,0,0,0,0,0,0,3,0,6,Basics,White,Plain,Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
419,swtee24201218823,Solid Round Neck Tee,4.99,3,0,0,0,0,0,0,0,0,3,0,6,Basics,Coral Orange,Plain,Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
420,swtee24201218275,Solid Round Neck Tee,4.99,3,0,0,0,0,0,0,0,0,3,0,6,Casual,Purple,Plain,Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
421,swtee24201218393,Solid Round Neck Tee,4.99,3,0,0,0,0,0,0,0,0,3,0,6,Casual,Rose Red,Plain,Regular,,Round Neck,Short Sleeve,Regular Sleeve,Pullovers,,Summer,"65% Cotton, 35% Polyester",Cotton,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
422,swtee03200727272,Letter Graphic Drop Shoulder Longline Tee,12.99,10000,0,0,0,0,0,0,0,0,9999,3178,15,Casual,Khaki,Letter,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
423,swtee03200824450,Los Angeles Graphic Oversized Tee,12.99,10000,9999,3178,0,0,0,0,0,0,9999,3180,15,Casual,White,Letter,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
424,swtee23200826156,Los Angeles Graphic Oversized Tee,12.99,10000,0,0,0,0,0,0,0,0,9999,3180,15,Casual,Black,Letter,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
425,swtee23201012562,Letter Graphic Drop Shoulder Longline Tee,14.99,10000,0,0,0,0,0,0,0,0,9999,3180,18,Casual,Dark Green,Letter,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
426,swtee23201012837,Letter Graphic Drop Shoulder Longline Tee,14.99,10000,0,0,0,0,0,0,0,0,9999,3180,18,Casual,Navy Blue,Letter,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
427,swtee23201012194,Letter Graphic Drop Shoulder Longline Tee,14.99,10000,0,0,0,0,0,0,0,0,9999,3180,18,Casual,Maroon,Letter,Long,,Round Neck,Half Sleeve,Drop Shoulder,Pullovers,,Summer,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
428,swtee07200907469,SHEIN Buttoned Cuff Rib-knit Top,5.99,2011,14,6,17,3,56,14,93,28,1831,647,7,Elegant,Black,Plain,Regular,,Round Neck,Long Sleeve,Bishop Sleeve,Pullovers,Button,Spring/Fall,"10% Spandex, 90% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
429,swtee07200806112,SHEIN Ribbed Faux Pearl Cuffs Top,5.99,2011,14,6,17,3,56,14,93,28,1831,647,7,Elegant,Dusty Blue,Plain,Regular,,Round Neck,Long Sleeve,Bishop Sleeve,Pullovers,Button,Spring/Fall,"10% Spandex, 90% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
430,swtee07200907211,SHEIN Pearl Cuff Rib-knit Tee,5.99,2011,14,6,17,3,56,14,93,28,1831,647,7,Elegant,White,Plain,Regular,,Round Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,"Pearls, Rib-Knit",Spring/Fall,"10% Spandex, 90% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
431,swtee07200907971,SHEIN Solid Pearl Detail Tee,5.99,2011,14,6,17,3,56,14,93,28,1831,647,7,Elegant,Rust Brown,Plain,Regular,,Round Neck,Long Sleeve,Leg-of-mutton Sleeve,Pullovers,Pearls,Spring/Fall,"10% Spandex, 90% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
432,swtee07201110242,SHEIN Drop Shoulder Crop Tee,3.49,469,0,0,0,0,7,1,14,5,448,105,4,Casual,Khaki,Plain,Crop,,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 30% Viscose, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
433,swtee07201017647,SHEIN Drop Shoulder Crop Tee,4.99,469,0,0,0,0,7,1,14,5,448,105,6,Casual,Apricot,Plain,Crop,,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Spring/Fall,"5% Spandex, 30% Viscose, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
434,swtee07201105523,SHEIN Drop Shoulder Rib-knit Crop Top,2.99,469,0,0,0,0,7,1,14,5,448,105,3,Casual,Maroon,Plain,Crop,,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Spring/Summer,"5% Spandex, 30% Viscose, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
435,swtee07201105864,SHEIN Drop Shoulder Crop Tee,4.99,469,0,0,0,0,7,1,14,5,448,105,6,Casual,Rust Brown,Plain,Crop,,Round Neck,Long Sleeve,Drop Shoulder,Pullovers,Rib-Knit,Spring/Summer,"5% Spandex, 30% Viscose, 65% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,
436,swpants07201113777,SHEIN Flare Leg Cord Pants,18.0,113,2,0,2,0,5,0,15,2,89,8,21,Casual,Camel,Plain,Long,Flare Leg,,,,,"Button, Pocket, Zipper",Fall/Winter,100% Polyester,Corduroy,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
437,swpants07210106786,SHEIN Flare Leg Cord Pants,18.0,113,2,0,2,0,5,0,15,2,89,8,21,Casual,Black,Plain,Long,Flare Leg,,,,,"Button, Pocket, Zipper",Fall/Winter,100% Polyester,Corduroy,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
438,swpants04200929897,High Waist Ripped Straight Jeans,20.0,425,6,1,7,4,14,3,38,7,361,65,24,,Light Wash,Plain,Long,Straight Leg,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
439,swpants04201111272,High Waist Ripped Straight Jeans,13.49,425,6,1,7,4,14,3,38,7,361,65,16,,Dark Wash,Plain,Long,Straight Leg,,,,,"Ripped, Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Regular Fit,Zipper Fly,High Waist,,,,,,,,,,
440,swtwop07201024032,SHEIN Solid Crop Tee & Leggings Set,13.0,179,4,0,9,2,8,1,6,0,152,24,15,Sporty,Black,Plain,,,Round Neck,Long Sleeve,Regular Sleeve,,,Spring/Fall,"8% Spandex, 92% Polyester",Polyester,Non-Stretch,No,Slim Fit,,,,,,,Leggings,Tee,,,,
441,swouter03201123726,Buffalo Plaid Flap Detail Teddy Coat,26.0,529,20,3,7,1,34,7,57,11,413,71,31,Casual,Black and White,Gingham,Knee Length,Teddy,Lapel,Long Sleeve,Regular Sleeve,,Button Front,Winter,"65% Cotton, 35% Polyester",Shearling,Non-Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
442,swouter03201015424,Buffalo Plaid Flap Detail Teddy Coat,27.0,529,20,3,7,1,34,7,57,11,413,71,32,Casual,Multicolor,Gingham,Knee Length,Teddy,Lapel,Long Sleeve,Regular Sleeve,,Button Front,Winter,"65% Cotton, 35% Polyester",Shearling,Non-Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
443,swouter03201123073,Buffalo Plaid Flap Detail Teddy Coat,26.0,529,20,3,7,1,34,7,57,11,413,71,31,Casual,Blue and White,Gingham,Knee Length,Teddy,Lapel,Long Sleeve,Regular Sleeve,,Button Front,Winter,"65% Cotton, 35% Polyester",Shearling,Non-Stretch,No,Regular Fit,,,,,,,,,Single Breasted,,,
444,swpants04201016956,High Waist Wide Leg Jeans,20.0,2812,95,16,107,21,2812,643,270,66,2162,503,24,,Black,Plain,Long,Wide Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,,,
445,swpants04200316353,High-Rise Baggy Jeans,20.0,2815,95,16,107,21,178,37,270,66,3,506,24,,Blue,Plain,Long,Wide Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,"Button Fly, Zipper Fly",High Waist,,,,,,,,,,
446,swpants04201016068,Bleach Wash High Waist Wide Leg Jeans Without Belt,10.99,2812,95,16,107,21,178,37,270,66,2162,503,0,,Medium Wash,Plain,Long,Wide Leg,,,,,"Button, Pocket, Zipper",,"85% Cotton, 15% Polyester",Denim,Non-Stretch,No,Loose,Zipper Fly,High Waist,,,,,,,,No,,
447,swsweatsh23200918782,Letter Graphic Drop Shoulder Thermal Lined Pullover,9.99,347,6,1,5,1,12,5,20,7,0,0,12,Casual,White,Letter,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,High Stretch,No,Regular Fit,,,,,,,,,,,,
448,swsweatsh07200912182,SHEIN Drop Shoulder Colorblock Pullover,4.49,2362,35,7,44,11,108,26,129,32,2048,413,5,Casual,Multicolor,Colorblock,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,Yes
449,swsweatsh07200605898,SHEIN Mock-neck Color Block Sweatshirt,5.99,2362,35,7,44,11,2362,489,129,32,2048,413,7,Casual,Multicolor,Colorblock,Regular,Pullovers,Round Neck,Long Sleeve,Drop Shoulder,,,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Regular Fit,,,,,,,,,,,,Yes
450,swpants44201007963,High Waisted Skinny PU Pants,19.0,346,8,0,11,4,23,2,24,5,346,59,23,Elegant,Black,Plain,Long,Skinny,,,,,"Button, Zipper",Fall/Winter,"2% Spandex, 85% Cotton, 13% Polyester",PU Leather,Slight Stretch,No,Skinny,Zipper Fly,High Waist,,,,,,,,,,
451,swtee07201023106,SHEIN Mock-Neck Cut Out Front Top,4.99,4014,19,3,25,6,70,23,110,44,3791,1379,6,Elegant,Dark Green,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Cut Out,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
452,swtee07200702238,SHEIN Mock-Neck Cut Out Front Top,4.99,4014,19,3,25,6,70,23,110,44,3791,1379,6,Elegant,Black,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Cut Out,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
453,swtee07200821214,SHEIN Solid Cut Out Neck Tee,4.99,4014,19,3,25,6,70,23,110,44,3791,1379,6,Sexy,Red,Plain,Regular,,Asymmetrical Neck,Long Sleeve,,Pullovers,Cut Out,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
454,swtee07200821607,SHEIN Mock-Neck Cut Out Front Top,4.99,4014,19,3,25,6,70,23,110,44,3791,1379,6,Casual,Navy Blue,Plain,Regular,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,Cut Out,Spring/Fall,"5% Spandex, 95% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
455,swblouse07201029027,SHEIN Polka Dot Mesh Bishop Sleeve Top,11.0,123,0,0,0,0,0,0,1,1,122,47,13,Elegant,Black,Polka Dot,Regular,Top,Round Neck,Long Sleeve,Bishop Sleeve,Pullovers,Button,Spring/Fall,100% Polyester,Polyester,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
456,swtee07200907896,SHEIN Contrast Stitch Mesh Sleeve Colorblock Tee,4.99,220,2,0,0,0,4,3,10,3,205,57,6,Casual,Multicolor,Colorblock,Crop,,Stand Collar,Long Sleeve,Regular Sleeve,Pullovers,"Contrast Mesh, Lettuce Trim, Rib-Knit",Spring/Summer,"5% Spandex, 25% Cotton, 70% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
457,swvest01200918811,Lace Trim Rib-knit Cami Top,5.0,8206,45,5,117,28,398,93,756,181,6890,1672,6,Casual,Mocha Brown,Colorblock,Crop,Cami,Spaghetti Strap,,,,Contrast Lace,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
458,swvest01200622164,Lace Trim Rib-knit Cami Top,5.0,8206,45,5,117,28,398,93,756,181,6890,1672,6,Casual,Baby Blue,Colorblock,Crop,Cami,Spaghetti Strap,,,,Contrast Lace,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
459,swvest01200731718,Lace Trim Crop Cami Top,5.0,8206,45,5,0,0,398,93,756,181,6890,1672,6,Sexy,Lilac Purple,Colorblock,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Rib-Knit",Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
460,swvest01200731852,Lace Trim Crop Cami Top,5.0,8206,45,5,117,28,398,93,756,181,6890,1672,6,Sexy,Black,Colorblock,Crop,Cami,Spaghetti Strap,,,,"Contrast Lace, Rib-Knit",Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
461,swvest01200916670,Lace Trim Rib-knit Cami Top,5.0,8206,45,5,117,28,398,93,756,181,6890,1672,6,Casual,Khaki,Colorblock,Crop,Cami,Spaghetti Strap,,,,Contrast Lace,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
462,swvest01200916261,Lace Trim Rib-knit Cami Top,5.0,8206,45,5,117,28,398,93,756,181,6890,1672,6,Casual,Mint Green,Colorblock,Crop,Cami,Spaghetti Strap,,,,Contrast Lace,Summer,"3% Spandex, 97% Polyester",Polyester,Slight Stretch,No,Slim Fit,,,,,,,,,,,,
463,swblouse07200930031,SHEIN Solid Sleeveless Shoulder Pad Satin Top,6.0,3827,38,14,36,13,88,21,125,54,3540,1156,7,Elegant,Maroon,Plain,Regular,Top,Round Neck,Sleeveless,,Pullovers,Button,Summer,100% Polyester,Satin,Non-Stretch,No,Oversized,,,,,,,,,,,,
464,swblouse07200911744,SHEIN Solid Sleeveless Shoulder Pad Satin Top,6.0,3827,3827,1258,36,13,88,21,125,54,3540,1156,7,Casual,Black,Plain,Regular,Top,Round Neck,Sleeveless,,Pullovers,,Summer,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
465,swblouse07201205725,SHEIN Solid Sleeveless Shoulder Pad Satin Top,6.0,3827,38,14,36,13,88,21,125,54,3540,1156,7,Casual,Dark Green,Plain,Regular,Top,Round Neck,Sleeveless,,Pullovers,Button,Summer,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
466,swblouse07201209699,SHEIN Solid Sleeveless Shoulder Pad Satin Top,6.0,3827,38,14,36,13,88,21,125,54,3540,1156,7,Elegant,Royal Blue,Plain,Regular,Top,Round Neck,Sleeveless,,Pullovers,Button,Summer,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
467,swblouse07201209078,SHEIN Solid Sleeveless Shoulder Pad Satin Top,6.0,3827,38,14,36,13,88,21,125,54,3540,1156,7,Elegant,Dusty Pink,Plain,Regular,Top,Round Neck,Sleeveless,,Pullovers,Button,Summer,100% Polyester,Satin,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
468,swblouse23201020110,Ruffle Trim Button Up Blouse,13.0,766,4,1,2,0,15,3,31,11,718,112,15,Elegant,White,Plain,Regular,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,"Ruffle, Button Front",Spring/Fall,100% Polyester,Chiffon,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
469,swblouse23201110952,Ruffle Trim Button Up Blouse,13.0,766,4,1,2,0,15,3,31,11,718,112,15,Elegant,Green,Plain,Regular,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,"Ruffle, Button Front",Spring/Fall,100% Polyester,Chiffon,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
470,swblouse23201110888,Ruffle Trim Button Up Blouse,13.0,766,4,1,2,0,15,3,31,11,718,112,15,Elegant,Black,Plain,Regular,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,"Ruffle, Button Front",Spring/Fall,100% Polyester,Chiffon,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
471,swblouse23201110166,Ruffle Trim Button Up Blouse,13.0,766,4,1,2,0,15,3,31,11,718,112,15,Elegant,Maroon,Plain,Regular,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,"Ruffle, Button Front",Spring/Fall,100% Polyester,Chiffon,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
472,swblouse23201201693,Ruffle Trim Button Front Chiffon Blouse,13.0,766,4,1,2,0,15,3,31,11,718,112,15,Elegant,Navy Blue,Plain,Regular,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,"Ruffle, Button Front",Spring/Fall,100% Polyester,Chiffon,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
473,swblouse23201201784,Ruffle Trim Button Up Blouse,13.0,766,4,1,2,0,15,3,31,11,718,112,15,Elegant,Yellow,Plain,Regular,Shirt,Collar,Long Sleeve,Regular Sleeve,Placket,"Ruffle, Button Front",Spring,100% Polyester,Chiffon,Non-Stretch,No,Regular Fit,,,,,,,,,,,,
